,username,following,followers,retweetcount,text,date
121,DogecoinPostive,126,308,0,@saylor I head many Bitcoiners are stepping away from Bitcoin and joining Dogecoin. @elonmusk #Doge,2019-05-13 20:51:45+00:00
122,Wakamaka_,390,357,0,How do we stop this manipulator and top indicator to stop tweeting about Bitcoin?😂 #bitcoin #cryptocurrencies #crash #bearmarket https://t.co/OY9WcbjmLQ,2017-12-17 19:15:32+00:00
123,_theonlykayy,186,323,397,"Missed Time NFT?

&gt; how to win a gas war on an nft drop 101 (as someone who wins 99.8% of them): 

Stage 1: Preparation
&gt; open the drop website on tab 1
&gt; find and open the drop’s contract on etherscan on tab 2
&gt; open https://t.co/U28e4Je8PE on tab 3

Stage 2: Minting

a thread:",2020-08-05 12:29:24+00:00
124,JennNovak2,170,377,0,"Bitcoin software can process about 1,700 transaction orders per second.",2020-08-23 18:42:58+00:00
125,sweetburgercom,266,143,0,"#bitcoin Block #734314 : 1211371 bytes, 2392 transactions, 6.30281099BTC($237,490) reward
            
For more information, visit https://t.co/IynYYuZ0Sn",2013-05-25 10:36:36+00:00
126,svstoic,210,50,0,"@JasonPLowery Hey guys easy on my gramps. Respect your elders. I know he thinks @Bitcoin is rat poison but he does like Coke,  human poison ☠️",2022-02-26 04:08:16+00:00
127,Ibrahim93301274,247,99,0,#Bitcoin  never give up,2020-05-20 16:57:47+00:00
128,eip1559,979,3381,0,"you can ask many bitcoin maxi experts how they did not imagine they would go past $10k when Btc was near $3500

some actually thought that it would be hard to maintain above $20k or even pass $10k when they were screaming $40k in 2018

these are bitcoin bulls that went bearish",2009-08-03 08:36:19+00:00
129,ChristianNnado5,1711,945,397,"Missed Time NFT?

&gt; how to win a gas war on an nft drop 101 (as someone who wins 99.8% of them): 

Stage 1: Preparation
&gt; open the drop website on tab 1
&gt; find and open the drop’s contract on etherscan on tab 2
&gt; open https://t.co/U28e4Je8PE on tab 3

Stage 2: Minting

a thread:",2018-12-29 22:26:20+00:00
130,gratisan_master,2679,128,1623,"If #Bitcoin  doesn't reach $50,000 by May 20th, I will give $2,500 to one lucky follower! 👀🚀 

LIKE ❤️ &amp; FOLLOW 🚀 TO ENTER!!!",2020-07-10 14:38:17+00:00
131,MARIOAL71086360,404,34,122,"@zengjiajun_eth Bitcoin, not crypto.

Like:

A: ""Oh I'm really into bitcoins, I love all the decentralized governance and DAOs happening there""
B: ""Which bitcoin is your favorite?""
A: ""Oh I like Solana, also Tezos, the founder is a good guy, French, believes in anarchocapitalist stuff""",2012-05-07 03:51:25+00:00
132,Solsun8317,340,72,0,"Solsun found #bitcoin in a User vault at this location! Join me playing #coinhuntworld, It's awesome! https://t.co/cBqTpM6WTG #cryptocurrency #100249 https://t.co/y6Yyagtdww",2022-01-19 04:15:10+00:00
133,cryptoauznet,70,91,1,"🔥Sanctioned Russian Officials Banned from #Binance
Full Story 👇👇
 https://t.co/rAoWIpP28F
#crypto #Russia #Bitcoin https://t.co/YBHJcBaXu1",2014-08-06 10:31:09+00:00
134,FutureSae,364,88,0,"At the time of correction, leave the alticoins aside.  buy #bitcoin",2022-01-15 23:37:14+00:00
135,nj_tacp256,228,159,284,"Owning 1 #bitcoin is really something special, make it your goal to be in this club!",2015-10-12 23:00:08+00:00
136,TruthyMusic,5003,4011,917,"Charlie Munger says bitcoin is “evil.”

This coming from a guy who financed the drivers of rampant obesity and diabetes in American society. 

I’ll take math and software over processed sugar.",2009-05-18 04:06:22+00:00
137,praisethesats,655,1124,0,"every second solana is down I buy more bitcoin, 1 sat per second.",2021-09-07 21:28:34+00:00
138,Monicarodgers0,38,28,81,"My guess is that we get a third, maybe even a fourth country adopt #bitcoin as a legal tender this year! 

Tonga was almost certainly going to do it this year before the Volcano messed their shit up. Hopefully they still move ahead with it!",2022-04-28 00:25:09+00:00
139,Villatraxdoteth,442,130,270,"So you mean to tell me I can send money from #Centrafrique🇨🇫 to my bro in #ElSalvador🇸🇻, without asking France or anyone for permission; and with Zero fees? 

Yes; #Bitcoin with #LightningNetwork fixes this! 😁 https://t.co/cg6FGLuaac",2019-03-09 05:32:47+00:00
140,ONTHEBLOK_io,6984,6401,3,"For new beginnings, for new investors, we go back to where we started.....#rvn #ravencoin #bitcoin think well, research.",2021-02-17 10:44:32+00:00
141,MeysamNil,501,430,5,"@a_koka1 Hey #CROCBOY 🐊🦖

#NFTs are almost ready. 2k First batch #NFTs will exclusively be listed to @bluefi marketplace.
Celebrity manager over 40 celeb clients has joined our team. 
#CROCBOY is about to go parabolic 
#BTC  #BNB  #Bitcoin  #Matic #BSC 💯✅✅✅✅",2020-04-28 18:58:39+00:00
142,TaumKeoni,14,1,0,"KTDogg found #bitcoin in a Blue vault at this location! Join me playing #coinhuntworld, It's awesome! https://t.co/fNfuYyXn2d #cryptocurrency #2607896 https://t.co/coYQQhvZJE",2022-01-25 16:21:09+00:00
143,sterling12,400,71,917,"Charlie Munger says bitcoin is “evil.”

This coming from a guy who financed the drivers of rampant obesity and diabetes in American society. 

I’ll take math and software over processed sugar.",2009-01-05 01:43:48+00:00
144,AJAYONER3,59,2,0,"@ApeYields Follow and check our account, sis! There will be interesting projects and Airdrops every day from us, Keep the spirit and keep growing Airdrop

@LUTHFIICHWAN2  
@Dhea_new8 
@Adibeni004 

#cryptocurrency #Airdrop #BSC #Bitcoin #USDT #APEYIELD #APD #Airdropstario",2022-03-24 20:11:46+00:00
145,tyskipper5,408,124,1,"If #bitcoin doesn’t close this weekly candle tomorrow above $39.500, give or take $100, it will be the first time in 7.5 years we have 5 consecutive red weekly candles. Since #btc was $265. 😳😅 https://t.co/sa1KL1voPU",2021-03-18 17:27:34+00:00
146,itsmebeanzy,571,201,829,"Warren Buffett just said he wouldn’t buy all the bitcoin in the world for $25

This is because he does not know how to turn on a computer",2009-07-18 18:45:24+00:00
147,printhouseusa,1564,836,0,@mandyzcamp Money is always needed as a method of exchanging value. And bitcoin is the best at it.,2010-01-12 09:53:13+00:00
148,dewsaz0,70,1,1175,"🧨🎈🎉WE ARE SO EXTIED TO Announced THAT The time has finally come! PRESALE START Let us begin this journey together! Bitcoin Fan Club Token.
More Details: https://t.co/Ue687NcDtr
TOKEN https://t.co/mKkqIQaGu8 https://t.co/WSIAau3xYt",2022-03-16 03:18:22+00:00
149,JackJhe42,47,888,853,JUST IN: A mysterious whale has purchased $71 million #Bitcoin in the past 7 days.,2017-10-21 03:08:26+00:00
150,VadimPonomaren8,91,11,1623,"If #Bitcoin  doesn't reach $50,000 by May 20th, I will give $2,500 to one lucky follower! 👀🚀 

LIKE ❤️ &amp; FOLLOW 🚀 TO ENTER!!!",2021-05-12 20:54:13+00:00
151,homepomegranate,967,188,0,I wish someone would help me write this essay… my metamask wallet was stolen and coinbase bitcoin. I need someone to make me twitch emotes!,2017-05-13 13:26:44+00:00
152,RektHQnl,493,154,0,"Wait for below $28,000 before hell really opens up.
#Bitcoin #Crypto",2021-02-24 12:32:31+00:00
153,rusapi3,1661,1489,79,When do you think #Bitcoin will hit $2T in market capitalization?,2008-01-13 21:35:58+00:00
154,IgorLesoviy,37,7,59,"1 like for #Bitcoin 
1 Retweet for #dogecoin 
1 comment for #pulitoken",2022-04-22 10:25:58+00:00
155,Yunsik253,3872,769,0,#bitcoin is cancer,2018-08-09 20:26:11+00:00
156,dogeneedswater,166,67,79,When do you think #Bitcoin will hit $2T in market capitalization?,2022-01-26 11:36:10+00:00
157,crow8987,485,40,397,"Missed Time NFT?

&gt; how to win a gas war on an nft drop 101 (as someone who wins 99.8% of them): 

Stage 1: Preparation
&gt; open the drop website on tab 1
&gt; find and open the drop’s contract on etherscan on tab 2
&gt; open https://t.co/U28e4Je8PE on tab 3

Stage 2: Minting

a thread:",2011-10-20 02:35:08+00:00
158,WerewolfMoms,608,2696,0,"i actually invented bitcoin, for 4000 dollars i will shut it down right fucking now",2018-07-28 02:15:34+00:00
159,128_0G,280,614,359,"#Bitcoin’s still in its’ early-adoption stage, just like the rest of the #cryptocurrency market (#crypto are still very small vs other asset classes). #BTC’s ~$750 billion or #Saitama’s ~$300 million MC/network value gives you a sense of how early we are (huge potential return)! https://t.co/1xO5tlRKoo",2021-05-16 01:43:14+00:00
160,Jestopher_BTC,1752,4298,0,"It's not yet bitcoin's time to shine.

Soon TM.",2015-05-01 16:46:06+00:00
161,xrpdaron,487,715,0,@TheNewDeaks But Bitcoin didn’t tank.,2022-02-01 14:34:48+00:00
162,SexualUpgrade,321,70,3,@saylor bitcoin cured my erectile dysfunction,2022-04-30 16:06:29+00:00
163,nmkl792,43,9,0,"Who is Buffett and Munger? 

#Bitcoin",2021-11-21 16:32:13+00:00
164,kimmporsche,3568,544,74,Russia considers accepting Bitcoin for oil and gas https://t.co/YWMOV2ZpHj,2020-09-18 03:04:32+00:00
165,teddarby1981,831,176,194,"#BITCOIN DON'T PANIC WEAK HANDS. PART II.

#BTC #CRYPTO https://t.co/IjP04optrO",2015-05-07 22:53:30+00:00
166,Djyhef,927,330,17,"$0.12 #Dogecoin is like Bitcoin at $100, Apple at .50c, Amazon at $10, or Google at $50. Doubted, all took time &amp; all giants",2021-08-16 20:27:31+00:00
167,fahad2013313,164,1266,0,@Bitcoin_K_S_A @1_inns @Aboghzal4 @hm52d Let's go where ?,2013-03-13 14:58:00+00:00
168,Mmmm17188297,153,79,194,"#BITCOIN DON'T PANIC WEAK HANDS. PART II.

#BTC #CRYPTO https://t.co/IjP04optrO",2021-10-01 23:05:47+00:00
169,FoadGhlees,2427,127,21,"NFT Giveaway 🚀🚀

To enter 
- Follow @PeaceRebelsNFT &amp; @nftdude_ 👍
- RT @PeaceRebelsNFT &amp; @nftdude_  pin tweet (required) 
- Tag 2 friends ✅

#NFT #NFTGiveaway #Giweaway #NFTCollection #NFTGiveaways #NFTCommumity #BTC   #Bitcoin https://t.co/vZzy956xos",2022-03-03 18:53:49+00:00
170,BitcoinNYSC,241,126,0,"The #finance department of the #U.#S. state of Idaho has warned investors of a series of #cryptocurrency scams promising returns as high as 80% every 24 hours with no risks to investors.

https://t.co/kwyXpBWacJ",2020-05-10 14:08:33+00:00
171,alfama51,4999,138,0,"This zesty faucet from @_bitcoiner is making me tweet this to claim my free Lightning sats. ⚡

@boltcoiner unlock me 4d2da595-541e-4147-a36f-8c1d092d3190

#Bitcoin #BTC #LN #LightningNetwork #boltcoiner
https://t.co/IKZ8JTbn7E",2017-08-01 19:43:18+00:00
172,DarleneArsenau1,1403,880,6064,"Alex Jones is currently negotiating cooperation with the DOJ regarding January 6.

An anonymous donor just gave Jones $1 million worth of Bitcoin.

Who is the donor?  Is this witness tampering or obstruction of justice?",2015-06-05 01:37:41+00:00
173,TheEconomist313,716,20,141,"✨ 2,500 #Bitcoin selling for $10, 12 years ago https://t.co/VtWqad1nWe",2022-01-01 20:31:39+00:00
174,AbdelwahabSaidi,8,3,0,Create automated tasks with @jobboycom API Deposit withdraw with #crypto #bitcoin.'.'...'d'.,2021-02-15 16:16:05+00:00
175,SatoshiWallace,160,147,917,"Charlie Munger says bitcoin is “evil.”

This coming from a guy who financed the drivers of rampant obesity and diabetes in American society. 

I’ll take math and software over processed sugar.",2020-03-11 19:47:42+00:00
176,AelIbarra,174,56,0,@TJafferhussain @Francis04142959 you know bitcoin and most of all other major coins are falling right??? its not just Zil,2021-03-18 06:06:33+00:00
177,minato_2543,376,85,1623,"If #Bitcoin  doesn't reach $50,000 by May 20th, I will give $2,500 to one lucky follower! 👀🚀 

LIKE ❤️ &amp; FOLLOW 🚀 TO ENTER!!!",2014-02-23 08:23:10+00:00
178,Fc89Fc,231,1181,366,I couldn’t give any less fucks what Charlie Munger thinks of Bitcoin.,2018-05-27 08:25:30+00:00
179,Georg_Grey,182900,318530,0,Bitcoin: Capitulation Thoughts https://t.co/dATXjgntZQ via @YouTube,2009-06-20 05:21:17+00:00
180,MrJuggernaut01,1119,25,4417,"$150 in 36 hours 🐲🐉

-RT + Follow @Verox_AICrypto + RT 📌

$ape $creek $btc $btcusd #nft #nfts #upcoming $jewel $gst $ftm $bnb $eth #crypto #bitcoin $nexo #blockchain #investment #coin #100x #10x $looks $hex #alt #altcoin #hot #next #invest #buy #long $fil $xmr",2022-03-22 02:37:22+00:00
181,_mayowins2022,782,26,1294,"If you could hold only one project for the next 2 years, what would it be?

#BSCGems #BSC #x100Gems #x1000GEM #Cryptocurrency #GEM #AVAX #Bitcoin #ETH",2022-04-29 23:23:41+00:00
182,TheWolfofTradi2,5004,1299,0,"#Avalanche #AVAX URGENT!! Analysis&amp; Price Prediction AVAX HOLDERS MUST W... https://t.co/lkCShfdSR3 via @YouTube 

Please look for more Videos at my Youtube channel 
https://t.co/ObCpU5Ayui
#Bitcoin #BTC #Ripple #XRP #Stellar #XLM #Chainlink #LINK #ZIL #Metaverse #Meta https://t.co/FAraWaThcz",2020-06-05 03:32:47+00:00
183,QunhNhu180221,196,330,1925,So I hear Warren Buffett &amp; Charlie Munger are marketing #Bitcoin again...,2021-09-10 10:55:45+00:00
184,marcel039,1100,206,525,"I will give away 1,000,000 sats if #bitcoin doesn’t hit 58.8k by May 1st
To one person who retweets this &amp; is following me w 🔔 on",2009-04-16 13:31:52+00:00
185,may_26bruxinha,174,528,0,Scalability issues have been one of the biggest frictions in the Bitcoin community,2010-02-17 00:13:10+00:00
186,will2_the,25,30,698,"Why is $XRP so hated and why is there so much misinformation? Time for a 🧵:

Everything started in 2013. XRP had started trading, the technology had many promises, it had the first ever DEX where you could even trade and move BTC in seconds. Then Bitcoin maximalists came in. 1/8",2022-03-23 12:58:14+00:00
187,bigiv864,169,10,6064,"Alex Jones is currently negotiating cooperation with the DOJ regarding January 6.

An anonymous donor just gave Jones $1 million worth of Bitcoin.

Who is the donor?  Is this witness tampering or obstruction of justice?",2021-08-05 16:00:46+00:00
188,ADingoAteMyXRP,329,365,6064,"Alex Jones is currently negotiating cooperation with the DOJ regarding January 6.

An anonymous donor just gave Jones $1 million worth of Bitcoin.

Who is the donor?  Is this witness tampering or obstruction of justice?",2020-02-02 01:41:28+00:00
189,H0DLCrypt0,91,111,0,Central African Republic adopts bitcoin as legal currency https://t.co/r3IPlGVIyj via @FRANCE24,2021-09-09 11:56:48+00:00
190,RabiuBashiru4,201,38,0,"@binance Bitcoin the defi that is taking over.
#BitcoinButton 
#Binance https://t.co/cTpN8EWNI3",2020-07-15 15:46:10+00:00
191,neutrophilss,3737,43,4417,"$150 in 36 hours 🐲🐉

-RT + Follow @Verox_AICrypto + RT 📌

$ape $creek $btc $btcusd #nft #nfts #upcoming $jewel $gst $ftm $bnb $eth #crypto #bitcoin $nexo #blockchain #investment #coin #100x #10x $looks $hex #alt #altcoin #hot #next #invest #buy #long $fil $xmr",2020-11-06 03:00:35+00:00
192,Scott101Nft,253,49,397,"Missed Time NFT?

&gt; how to win a gas war on an nft drop 101 (as someone who wins 99.8% of them): 

Stage 1: Preparation
&gt; open the drop website on tab 1
&gt; find and open the drop’s contract on etherscan on tab 2
&gt; open https://t.co/U28e4Je8PE on tab 3

Stage 2: Minting

a thread:",2022-02-17 18:38:20+00:00
193,AlyceKonopelsk1,181,48,298,"Charlie Munger: Bitcoin “makes me look bad.”

#Bitcoin: Yes",2013-02-13 08:06:49+00:00
194,mercadohuatulco,193,102,191,I'm starting to think that Warren Buffett is not going to buy any bitcoin,2010-01-24 01:15:50+00:00
195,WensenHuo,44,26,176,"#BITCOIN BREAKOUT - WILLIAMS ULTIMATE OSCILLATOR 🔥🔥🔥

EACH PREVIOUS BREAKOUT WAS FOLLOWED BY A NICE RISE. 🚀

#BTC #CRYPTO https://t.co/z7LI6uWmb4",2021-09-17 03:37:19+00:00
196,Alex_Pundit,4878,2207,917,"Charlie Munger says bitcoin is “evil.”

This coming from a guy who financed the drivers of rampant obesity and diabetes in American society. 

I’ll take math and software over processed sugar.",2011-04-11 11:52:12+00:00
197,Alex_Pundit,4878,2207,122,"@zengjiajun_eth Bitcoin, not crypto.

Like:

A: ""Oh I'm really into bitcoins, I love all the decentralized governance and DAOs happening there""
B: ""Which bitcoin is your favorite?""
A: ""Oh I like Solana, also Tezos, the founder is a good guy, French, believes in anarchocapitalist stuff""",2011-04-11 11:52:12+00:00
198,navyboy76,139,72,81,"Atlantis Exchange Airdrops $1 Billion of Advanced Bitcoin for Signups &amp; Referrals

1) Referral Rewards:  10 aBTC / person. 

2) Signup Bonus:  5 aBTC / person. 

3) Signup Limit:  1 account / person ONLY.

4) Latest PanCakeSwap Price:  US$125.32 / aBTC

... https://t.co/z2qJsKH24Y",2015-04-02 18:28:25+00:00
199,Monicarodgers0,38,28,284,"Owning 1 #bitcoin is really something special, make it your goal to be in this club!",2022-04-28 00:25:09+00:00
200,AshleySmithersR,4241,2472,3,"Both @tammyforla &amp; @Missfelder are BOTH #stolen #hacked accounts. @verified @twittersecurity . Philipp Missfelder passed away &amp; Tammy Savoie,who ran for Congress in Louisiana is no longer in control of that account. #ScamAlert #Report #NFTs #Crypto #Bitcoin #Fraud https://t.co/4Px62OQcD6",2012-11-20 05:05:12+00:00
201,MarkQuarter,5000,610,1,"@wlwatts Munger criticized &amp; ridicules thinking it brings more $ his way:  When it's the opposite

The reason $BRKA is up at $490,000 to $530,000 and should be $1,000,000 is due to investment from $BTC &amp; $BCH Bitcoiners &amp; Bitcoin Cashers: Our business to $BRKA $BRKB &amp; investment",2015-07-16 04:46:29+00:00
202,Alex_Pundit,4878,2207,30,"We are pleased to announce our new weekly news show.

The Sat Signal hosted by @theBTCouple.

We will be bringing you a summary of the top #Bitcoin news of the past week, with a twist of humor.

The show will go live every Saturday at 10:00am EST.

We hope you enjoy it! https://t.co/Epm1uE7LrR",2011-04-11 11:52:12+00:00
203,PaolaDicecca,391,36,6064,"Alex Jones is currently negotiating cooperation with the DOJ regarding January 6.

An anonymous donor just gave Jones $1 million worth of Bitcoin.

Who is the donor?  Is this witness tampering or obstruction of justice?",2021-10-13 09:21:13+00:00
204,kiki_martinez87,1997,724,10,Bitcoin https://t.co/0lsYIhTZTv,2011-08-09 04:07:20+00:00
205,ImHighOnCrypto,666,31,0,How are you feeling the dip? #Bitcoin,2021-01-27 15:21:15+00:00
206,LuckyJinkz,2561,30,4417,"$150 in 36 hours 🐲🐉

-RT + Follow @Verox_AICrypto + RT 📌

$ape $creek $btc $btcusd #nft #nfts #upcoming $jewel $gst $ftm $bnb $eth #crypto #bitcoin $nexo #blockchain #investment #coin #100x #10x $looks $hex #alt #altcoin #hot #next #invest #buy #long $fil $xmr",2022-02-21 16:07:42+00:00
207,nftdude_,800,11245,21,"NFT Giveaway 🚀🚀

To enter 
- Follow @PeaceRebelsNFT &amp; @nftdude_ 👍
- RT @PeaceRebelsNFT &amp; @nftdude_  pin tweet (required) 
- Tag 2 friends ✅

#NFT #NFTGiveaway #Giweaway #NFTCollection #NFTGiveaways #NFTCommumity #BTC   #Bitcoin https://t.co/vZzy956xos",2022-02-08 11:23:15+00:00
208,smithie2024,138,10,767,"🗣 ""#Bitcoin is freedom. I want this for everyone.""- Prince Filip Karadjordjevic of Serbia 🇷🇸 https://t.co/tniT7E7Hll",2015-08-30 18:58:52+00:00
209,calioyake,342,82,129,"#Bitgert
With #Bitcoin crash, which is around the corner, everything including $Brise will be effected. Genuine investors will take this opportunity to accumulate more #Brise.",2021-04-25 04:07:45+00:00
210,Zamsor1,174,7,1,"@Fidelity doesn't put their reputation on the line like this unless they're absolutely certain #Bitcoin is going to win

Benefit of being privately held -- you get to be first https://t.co/HcoklQobW6",2020-09-19 16:19:17+00:00
211,Cryptasas,394,351,2,"what up my fellow DeGeNs, our coins are crashing, everyone saying the bear market is coming, BitCoin has been boring.. ya'll do know what that means right.. A NFT Bull Run is coming.. Daily Alpha, Grab you a @StonedApeCrew NFT and other projects that are strong holds.. JS.. DYOR https://t.co/jZwzxwzL3p",2022-02-04 10:38:32+00:00
212,Badwie2Brise,538,157,8,"200 Retweet. Nice burns. 🙌🔥
@bitgertPro @TamertanDj @BITGERT_CHAIN #Brise #ElonMusk #Kucoin #Huobi #Metaverse #DeFi #Binance #Coinbase #Bitcoin #BRC20 #BNB #BEP20 #czbinance
#Coinbase @cz_binance 
Let the button collapse 🙌🔥 https://t.co/6UgAFyGWDc",2022-03-08 14:14:02+00:00
213,MrRootz2,326,160,0,Where can I download more #bitcoin for free? Price seems pretty good. Thinking about pirating a couple copies from napster,2021-04-03 12:03:32+00:00
214,c_btcity,481,31,1623,"If #Bitcoin  doesn't reach $50,000 by May 20th, I will give $2,500 to one lucky follower! 👀🚀 

LIKE ❤️ &amp; FOLLOW 🚀 TO ENTER!!!",2020-06-16 13:04:39+00:00
215,riegobigwinnerx,1768,66,4417,"$150 in 36 hours 🐲🐉

-RT + Follow @Verox_AICrypto + RT 📌

$ape $creek $btc $btcusd #nft #nfts #upcoming $jewel $gst $ftm $bnb $eth #crypto #bitcoin $nexo #blockchain #investment #coin #100x #10x $looks $hex #alt #altcoin #hot #next #invest #buy #long $fil $xmr",2022-03-24 03:57:47+00:00
216,NikolaPeep,54,86,3,who’s ready for another NFTs n’ Chill session ? #NFTCommunity #eth #Bitcoin #nft #pushinp,2022-03-02 00:35:08+00:00
217,Brenman8Scott,144,285,959,"The heart of Africa has adopted #bitcoin as legal tender.

Only a matter of time until the rest of the continent follows. https://t.co/K8EfqlX8lN",2019-12-10 01:26:35+00:00
218,medrano4x,351,52,458,"In this crazy world, #Bitcoin is just doing its thing every ten minutes. https://t.co/ymgQ8QMjiW",2016-02-09 13:14:18+00:00
219,TylerLe89057757,115,115,0,Hold the line. #Bitcoin https://t.co/xuggM8v6Y6,2020-08-19 15:02:57+00:00
220,mic_thai_,375,30,1623,"If #Bitcoin  doesn't reach $50,000 by May 20th, I will give $2,500 to one lucky follower! 👀🚀 

LIKE ❤️ &amp; FOLLOW 🚀 TO ENTER!!!",2021-12-02 10:09:14+00:00
221,Happygolycky201,184,178,6064,"Alex Jones is currently negotiating cooperation with the DOJ regarding January 6.

An anonymous donor just gave Jones $1 million worth of Bitcoin.

Who is the donor?  Is this witness tampering or obstruction of justice?",2020-12-06 22:26:58+00:00
222,trungducbr93,302,220,1925,So I hear Warren Buffett &amp; Charlie Munger are marketing #Bitcoin again...,2013-09-03 08:37:02+00:00
223,MarkQuarter,5000,610,1,"@wlwatts Munger criticized &amp; ridicules thinking it brings more $ his way:  When it's the opposite

The reason $BRKA is up at $490,000 to $530,000 and should be $1,000,000 is due to investment from $BTC &amp; $BCH Bitcoiners &amp; Bitcoin Cashers: Our business to $BRKA $BRKB &amp; investment",2015-07-16 04:46:29+00:00
224,kaliganv,675,64,401,"#BITCOIN WHEN THE MONTHLY BOP (BALANCE OF POWER) FLASHES, THE FIRST CORRECTION PHASE IS OVER AND THE SECOND BULL RUN BEGINS.

THE BOP HAS JUST FLASHED.

THE 4 PHASES OF A CYCLE ARE :

1. BULL RUN 1
2. CORRECTION 1
3. BULL RUN 2
4. CORRECTION 2

#BTC #CRYPTO https://t.co/fslNaDKBuJ",2020-10-12 18:38:42+00:00
225,GudJobBro,174,166,221,"JUST IN: #Bitcoin has fallen to $38,000.",2022-01-13 12:59:47+00:00
226,sixsixsevvens,30,2,1623,"If #Bitcoin  doesn't reach $50,000 by May 20th, I will give $2,500 to one lucky follower! 👀🚀 

LIKE ❤️ &amp; FOLLOW 🚀 TO ENTER!!!",2022-02-20 02:54:54+00:00
227,vahid75282270,33,1,7273,"PancakeSwap…..

Coming soon…..
 https://t.co/pNcmNy2vX8

#pancakeswap #cryptocurrency #flokispacexswaparmy #crypto #bitcoins #bitcoinnews #flokispacexswap #elonmusk #comingsoon #binanceexchange #Bitcoin #Airdrops 
#AirdropCrypto #airdrop https://t.co/luYLIzCWzE",2021-03-22 15:04:03+00:00
228,AristonZero,353,62,274,"Bitcoin Fear and Greed Index is 20. Extreme Fear
Current price: $38,315 https://t.co/I18yqFFCOb",2022-01-26 14:10:40+00:00
229,theboyjiggyy,873,968,397,"Missed Time NFT?

&gt; how to win a gas war on an nft drop 101 (as someone who wins 99.8% of them): 

Stage 1: Preparation
&gt; open the drop website on tab 1
&gt; find and open the drop’s contract on etherscan on tab 2
&gt; open https://t.co/U28e4Je8PE on tab 3

Stage 2: Minting

a thread:",2017-10-16 10:45:45+00:00
230,Free_man______,664,81,397,"Missed Time NFT?

&gt; how to win a gas war on an nft drop 101 (as someone who wins 99.8% of them): 

Stage 1: Preparation
&gt; open the drop website on tab 1
&gt; find and open the drop’s contract on etherscan on tab 2
&gt; open https://t.co/U28e4Je8PE on tab 3

Stage 2: Minting

a thread:",2021-05-31 11:07:10+00:00
231,KurtLauman,258,715,11,"Whirlpool #Bitcoin , #Monero, shielded #Zcash, Mweb #Litecoin, digging it all",2020-07-12 00:09:01+00:00
232,PepeLewPew2,122,1,0,"@HuesenRob @PrestonPysh @DocumentingBTC Bitcoins strength/value prop is in its network. Owning ALL the Bitcoin does make it useless, but it’s such a stupid question, that it changes the way i think about Warren (i.e. not as smart as people think he is). When ONE person owns ALL the bitcoin, then yeah, don’t buy it. FMD",2021-10-24 08:09:47+00:00
233,Brazacoin,796,295,274,"Bitcoin Fear and Greed Index is 20. Extreme Fear
Current price: $38,315 https://t.co/I18yqFFCOb",2021-06-04 05:08:36+00:00
234,wefivekings,2841,820,41,"#Bitcoin is a Cyber Force, not merely money. It is a nuke-resistant, transnational sovereign entity that delivers weapons-grade cyber defenses to those who choose to wield it.

It just happens that the 1st use case is private defense of wealth against nuclear-armed states.",2008-07-21 19:17:02+00:00
235,ChiefMacro,117,24,0,@gladstein The #bitcoin crypto bubble continues to weaken.,2021-07-20 03:07:24+00:00
236,NDCryptoGuy,31,5,194,"#BITCOIN DON'T PANIC WEAK HANDS. PART II.

#BTC #CRYPTO https://t.co/IjP04optrO",2022-04-18 05:18:46+00:00
237,JeromeT71789621,90,204,191,I'm starting to think that Warren Buffett is not going to buy any bitcoin,2017-12-13 13:28:58+00:00
238,cryptotosurvive,459,111,117,"Glad that 50% of his portfolio consists of Bank of America, American Express,  Moody’s, U.S. Bancorp and Bank of New York. 

Because #Bitcoin is faster, more secure, trust- and permissionless, making all of those shares worthless. https://t.co/gz1F6FHMqi",2021-05-26 03:54:29+00:00
239,gigshow,498,92,1925,So I hear Warren Buffett &amp; Charlie Munger are marketing #Bitcoin again...,2009-11-25 14:26:34+00:00
240,kagemyama,2314,145,74,Russia considers accepting Bitcoin for oil and gas https://t.co/YWMOV2ZpHj,2021-06-22 09:14:53+00:00
241,NewMoneyMiles,817,396,397,"Missed Time NFT?

&gt; how to win a gas war on an nft drop 101 (as someone who wins 99.8% of them): 

Stage 1: Preparation
&gt; open the drop website on tab 1
&gt; find and open the drop’s contract on etherscan on tab 2
&gt; open https://t.co/U28e4Je8PE on tab 3

Stage 2: Minting

a thread:",2015-04-05 20:18:59+00:00
242,CapaTosta122,8440,9435,6064,"Alex Jones is currently negotiating cooperation with the DOJ regarding January 6.

An anonymous donor just gave Jones $1 million worth of Bitcoin.

Who is the donor?  Is this witness tampering or obstruction of justice?",2014-07-06 18:31:09+00:00
243,TheBitcoinMan,1612,7749,215,U.S. Senator Cynthia Lummis: Spend dollars and save #Bitcoin https://t.co/XJCe73vHiC,2013-04-06 18:50:48+00:00
244,AbdelwahabSaidi,8,3,0,create twitter tasks and pay with #bitcoin #ethereum #litecoin #nft #airdrop with @jobboycom .'d..f...d.,2021-02-15 16:16:05+00:00
