,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,username,following,followers,retweetcount,text,date,show,sentiments,profile_score
26,26,26,26,MIA_HBARbarian,145,270,0,_flyzone is the ultimate shitcoin handles 3/tx per second cannot scale at all stuck on pow (destroys environment) manipulated by tether 0 01% control 98% of supply nobody in el salvador uses it mining monopoly by 8 firms high fees slow tx time,2021-12-29 21:04:40+00:00,0,-0.03500000000000001,2.7
27,27,27,27,FredG_Duncan,320,848,0,swear i just want to fully tether and trade nfts,2012-11-08 00:42:56+00:00,0,0.0,8.48
28,28,28,28,purifiedcrypto,3,331,0,is on fire fire fire,2016-09-30 23:40:35+00:00,0,0.0,3.31
29,29,29,29,scalper432,188,1677,1,$luna $link $jewel,2019-08-25 07:16:26+00:00,0,0.0,16.77
30,30,30,30,anruik,126,40,460,a fool thinks a longer tether means freedom something quick about the non linear healing process of trauma,2009-03-05 03:02:44+00:00,0,0.3333333333333333,0.4
31,31,31,31,ADFSerials,47,74,2,fire in 1909 the tether of a german military balloon broke sending lt gruber 100ft into stormy clouds waiting for a better view of the ground the aeronaut pulled the valve open upon descent he noticed the balloon was in fire yet managed to land with only minor bruises,2009-05-31 06:13:25+00:00,0,0.058333333333333334,0.74
32,32,32,32,darksidegauge,197,180,0,like the who takes the tether and who needs rot thing i dont actually know how to do that mechanic someone just calls it out every time tired_face,2019-04-22 09:50:55+00:00,0,0.0,1.8
33,33,33,33,BrokenDaffodil,762,989,68,i call upon the courage of a wildflower to grow where it wills i call upon the charm of the dogwood flower to resurrect in me all that i need for me to love and live i call upon the sage flower to tether me to all that is light so mote it be so mote it be,2020-08-24 00:00:59+00:00,0,0.34545454545454546,9.89
34,34,34,34,cicadabugg,215,27,460,a fool thinks a longer tether means freedom something quick about the non linear healing process of trauma,2018-10-02 19:02:26+00:00,0,0.3333333333333333,0.27
35,35,35,35,orionkitsune,980,349,460,a fool thinks a longer tether means freedom something quick about the non linear healing process of trauma,2011-02-10 21:13:13+00:00,0,0.3333333333333333,3.49
36,36,36,36,Advent_Nebula,250,61,17,crypto is a vastly inferior replacement for the current thing imagine tether and sam bankman fraud replacing the fed and janet yellen it will end in disaster,2017-02-19 02:17:45+00:00,0,0.0,0.61
37,37,37,37,idexintern,218,144,0,• tether has been losing market share since mid 2020,2021-12-09 02:38:45+00:00,0,0.0,1.44
38,38,38,38,lordofguptas,91,20,0,dear _uc would u consider equipping your ac service partners with a tether/safety line equipment & training to those who are sent to service in high rise apartments,2010-04-17 12:48:59+00:00,0,0.16,0.2
39,39,39,39,Stephanie12144,895,802,13,whether anyone wants to believe me or not this little otc company $apty is releasing a defi product that will compete directly with the multiple billion dollar market cap & frankly stablecoin is far superior to usdt and 99% of existing coins… winking_face,2020-04-30 12:59:21+00:00,0,0.15208333333333332,8.02
40,40,40,40,scalper432,188,1677,0,this tweet could have saved many investors unfortunately my reach in twitter is quite low $luna $link $jewel,2019-08-25 07:16:26+00:00,0,0.0,16.77
41,41,41,41,topcryptostats,0,4609,0,tether usdt price $1 00 change in 1h +0 0085665% market cap $83 162 144 757 13 ranking 3,2016-04-30 15:47:58+00:00,0,0.0,46.09
42,42,42,42,KIRAIZFUZZY,1577,586,0,thanks while her name is now tether 2slow is her nickname 3 also i appreciate the kind words a lot,2021-11-19 22:24:56+00:00,0,0.4,5.86
43,43,43,43,Rampa360,153,141,0,yeah i already lost a little of my tether but still thanks for the warning,2011-02-10 16:23:50+00:00,0,0.006250000000000006,1.41
44,44,44,44,TickerTop,49,812,0,1 bitcoin price is $38326 73 ( 0 01% 1h) 2 ethereum price is $2790 33 ( 0 18% 1h) 3 tether price is $1 00 (0 00% 1h) 4 bnb price is $386 96 ( 0 64% 1h) 5 usd coin price is $1 00 (0 02% 1h) 12 dogecoin price is $0 13 ( 0 75% 1h),2018-02-06 13:13:35+00:00,0,0.0,8.12
45,45,45,45,bindasfauji,2447,8678,0,the tether of your smoky thoughts,2009-09-06 12:59:39+00:00,0,0.0,86.78
46,46,46,46,DelanceyMacurdy,163,114,0,spend your fiat on tether that is what i would do,2012-02-14 17:11:27+00:00,0,0.0,1.14
47,47,47,47,AB_Philosopher,38,1164,2171,lost broken_heart wilted_flower without you musical_score music movie_camera video popcorn featuring dizzy “tether me” by galleaux from sparkles lucifer season 5 backhand_index_pointing_down click the youtube link backhand_index_pointing_down _ cactus,2019-10-14 12:04:56+00:00,0,0.0,11.64
48,48,48,48,abc7leanne,356,8567,8,just when you think they will pit a pursuit suspect police in arizona deploy an unexpected technology to end the chase,2014-01-31 23:14:19+00:00,0,0.1,85.67
49,49,49,49,seannolan45,249,16,0,translation market cap going up,2012-11-14 20:33:34+00:00,0,0.0,0.16
50,50,50,50,Bridget31658422,55,18,1,"are you signalling something else by saying ""cat"" just like the tether use to do in past grinning_face_with_sweat",2022-03-27 14:30:13+00:00,1,-0.25,0.18
51,51,51,51,eddy_cooper56,97,74,0,i do have this goal buying dips with my tether,2012-03-13 06:08:52+00:00,0,0.0,0.74
52,52,52,52,anwrbwd1,29,23,0,_to _io $hzm a quantum leap in the world of information and communication technology rocket rocket,2022-04-12 17:26:58+00:00,1,0.0,0.23
53,53,53,53,JapantradingLTD,1146,2677,13,ouch no tether fraud to save the day,2018-02-11 05:07:09+00:00,0,0.0,26.77
54,54,54,54,anwrbwd1,29,23,0,_to _io is growing fast traded on five platforms next week a new platform i will not write much go to my personal page and read the details smiling_face_with_heart-eyes ١٠,2022-04-12 17:26:58+00:00,1,0.08409090909090909,0.23
55,55,55,55,anwrbwd1,29,23,0,_to _io hzm $ will pick it up and compare it to gold yes it is arab btc it is the future in your hands grab the chance quickly because it may go away from you feel free to buy now,2022-04-12 17:26:58+00:00,1,0.2444444444444445,0.23
56,56,56,56,anwrbwd1,29,23,0,_to _io good evening i agree with you in a world full of events we must focus on what is real opportunity now is the hzm currency which i advise you and everyone not to waste as the upcoming projects are,2022-04-12 17:26:58+00:00,1,0.2625,0.23
57,57,57,57,anwrbwd1,29,23,0,_to _io good evening i agree with you in a world full of events we must focus on what is real opportunity now is the hzm currency which i advise you and everyone not to waste as the upcoming projects are,2022-04-12 17:26:58+00:00,1,0.2625,0.23
58,58,58,58,CripMm,110,222,38,bar_chart daily on chain exchange flow $btc right_arrow $1 1b in left_arrow $1 6b out chart_decreasing net flow $514 5m $eth right_arrow $1 3b in left_arrow $1 3b out chart_increasing net flow +$17 9m (erc20) $usdt right_arrow $497 5m in left_arrow $593 7m out chart_decreasing net flow $96 2m,2021-05-23 06:48:56+00:00,0,0.0,2.22
59,59,59,59,zeroshorts,3985,3407,13,ouch no tether fraud to save the day,2017-12-04 23:59:54+00:00,0,0.0,34.07
60,60,60,60,ly3909171,7,9,0,_to _io is growing fast traded on five platforms next week a new platform i will not write much go to my personal page and read the details smiling_face_with_heart-eyes ١٠,2022-04-22 09:12:56+00:00,1,0.08409090909090909,0.09
61,61,61,61,ly3909171,7,9,0,_to _io hzm $ will pick it up and compare it to gold yes it is arab btc it is the future in your hands grab the chance quickly because it may go away from you feel free to buy now,2022-04-22 09:12:56+00:00,1,0.2444444444444445,0.09
62,62,62,62,ly3909171,7,9,0,_to _io $hzm a quantum leap in the world of information and communication technology rocket rocket,2022-04-22 09:12:56+00:00,1,0.0,0.09
63,63,63,63,dragonsdesires1,2386,3903,68,i call upon the courage of a wildflower to grow where it wills i call upon the charm of the dogwood flower to resurrect in me all that i need for me to love and live i call upon the sage flower to tether me to all that is light so mote it be so mote it be,2018-09-19 23:54:16+00:00,0,0.34545454545454546,39.03
64,64,64,64,optictopic,1682,691,0,tether and ftx are not the best crypto has to offer much better crypto fintech is rolling out this space is barely cutting its teeth,2009-04-07 04:36:06+00:00,0,0.3,6.91
65,65,65,65,ly3909171,7,9,0,_to _io good evening i agree with you in a world full of events we must focus on what is real opportunity now is the hzm currency which i advise you and everyone not to waste as the upcoming projects are,2022-04-22 09:12:56+00:00,1,0.2625,0.09
66,66,66,66,markjeffrey,5283,48671,0,tether is down 3% of the market share from december 2021 usdc is up 1% binance usd is also up 1% so tether and dai are shrinking with ust usdc binance usd are ascendant everything else treading water,2007-12-21 02:18:08+00:00,0,-0.1555555555555556,486.71
67,67,67,67,Triumph6Capital,442,276,1,when will you do your job and shut down the criminals counterfeiting of billions of tether widespread rug pulls vast manipulation and yet you do nothing the scam is the biggest ponzi scheme in history and it is occurring on your watch make it stop,2021-08-12 04:01:08+00:00,0,-0.07777777777777779,2.76
68,68,68,68,1JeiceLaurent,661,835,0,only you all foreigners will tether into black til you want your foreign national recognition stay over there in the foreigner section regular black ppl are not foreign,2019-04-23 12:48:51+00:00,0,-0.06597222222222221,8.35
69,69,69,69,Taylor18406851,134,145,13,whether anyone wants to believe me or not this little otc company $apty is releasing a defi product that will compete directly with the multiple billion dollar market cap & frankly stablecoin is far superior to usdt and 99% of existing coins… winking_face,2021-05-17 16:13:36+00:00,0,0.15208333333333332,1.45
70,70,70,70,humie25,170,26,0,reached peak equilibrium… you know me man_shrugging_light_skin_tone no tether… look out below winking_face hold my beer brb,2008-04-25 02:04:23+00:00,0,0.0,0.26
71,71,71,71,darkphoenix2323,603,40,0,_labs _to price action is not,2016-02-29 23:42:05+00:00,0,0.1,0.4
72,72,72,72,Angel617Liz,705,2125,2171,lost broken_heart wilted_flower without you musical_score music movie_camera video popcorn featuring dizzy “tether me” by galleaux from sparkles lucifer season 5 backhand_index_pointing_down click the youtube link backhand_index_pointing_down _ cactus,2017-09-23 20:13:49+00:00,0,0.0,21.25
73,73,73,73,angelic_elaina,1104,2531,1,that part like you have zero creditability tether,2013-08-07 17:30:37+00:00,0,0.0,25.31
74,74,74,74,cryptomuskafa,10,154,0,yuh 15 75 nedir $usdt,2021-04-08 15:59:40+00:00,0,0.0,1.54
75,75,75,75,jythapharaoh,212,402,53,we need to educate younger generations on stacking and protection of private wealth at we are planning important investments on this matter more details to come in coming weeks,2020-06-30 05:50:49+00:00,0,0.225,4.02
76,76,76,76,angelic_elaina,1104,2531,0,yes he was had it been a black woman that tether would have been mad disrespectful,2013-08-07 17:30:37+00:00,0,-0.3958333333333333,25.31
77,77,77,77,ArdRiBarreK,3065,2583,3,_cw3 _rnc _csa also tether ball rolling_on_the_floor_laughing rolling_on_the_floor_laughing,2021-12-22 18:24:17+00:00,0,0.0,25.83
78,78,78,78,gnoble79,2718,22468,1,when will you do your job and shut down the criminals counterfeiting of billions of tether widespread rug pulls vast manipulation and yet you do nothing the scam is the biggest ponzi scheme in history and it is occurring on your watch make it stop,2010-11-07 19:34:23+00:00,0,-0.07777777777777779,224.68
79,79,79,79,Brandon28257199,321,793,0,you want to know when you are talking to a or is when they are talking about and last but in a narrative,2019-09-18 02:25:09+00:00,0,0.0,7.93
80,80,80,80,Steven_OEFvet,215,116,0,"me just looking at my notifications ""cardano is down 5 7 "" ""shiba inu is down 8 2 "" ""bitcoin is down 3 71 "" ""ethereum is down 6 "" ""cosmos is down 8 81 "" ""solana is down 6 12% "" ""amp is down 9 18% "" ""tether is up +0 01 %"" ""dogecoin is down 9 92%"" i get it",2013-07-22 17:18:42+00:00,0,-0.1555555555555556,1.16
81,81,81,81,Simple_D1,70,31,0,it will be interesting to observe how crypto companies like tether come to the new markets,2015-08-16 02:00:13+00:00,0,0.3181818181818182,0.31
82,82,82,82,Izsisu,742,897,460,a fool thinks a longer tether means freedom something quick about the non linear healing process of trauma,2015-04-25 02:34:38+00:00,0,0.3333333333333333,8.97
83,83,83,83,Simple_D1,70,31,0,there are risks of another outburst of biased media agenda about btc and tether,2015-08-16 02:00:13+00:00,0,0.0,0.31
84,84,84,84,_REIGNMAN_,14554,25459,0,_ everything is not tethered to tether hundred_points,2009-09-02 04:17:42+00:00,0,0.0,254.59
85,85,85,85,Xoxxooxoxo33,78,33,26,luxury fashion brand off__white has begun accepting cryptocurrency payments including bitcoin ether binance coin xrp tether and circle's usdc in exchange for clothing and apparel across its flagship stores in p | eyes,2022-02-28 17:06:55+00:00,1,0.0,0.33
86,86,86,86,F3Minii,306,350,13,an arab tether kewn fuck him forever,2021-08-10 07:56:42+00:00,0,-0.4,3.5
87,87,87,87,seeamays,5896,5618,68,i call upon the courage of a wildflower to grow where it wills i call upon the charm of the dogwood flower to resurrect in me all that i need for me to love and live i call upon the sage flower to tether me to all that is light so mote it be so mote it be,2015-01-24 19:07:05+00:00,0,0.34545454545454546,56.18
88,88,88,88,KushCurrency,923,97,1,_labs _to azâzêl started the flood vulcan ended it,2021-12-20 17:16:07+00:00,0,0.0,0.97
89,89,89,89,Jamil408155781,567,269,7,the ladies of with _to founder at the wallstreet conference smiling_face_with_sunglasses smiling_face_with_sunglasses,2021-11-11 19:45:47+00:00,0,0.0,2.69
90,90,90,90,Economist_101,269,6,0,bitcoin only went up due to endless tether printing/usd counterfeiting it is a huge fraud,2022-03-27 10:28:47+00:00,1,0.03750000000000002,0.06
91,91,91,91,eBargainsToday,15804,7242,2,2 key metrics point toward further downside for the entire crypto market futures data and decreased demand for tether signal that the crypto market is set for another round of pain | |,2015-10-13 01:53:50+00:00,0,-0.12000000000000002,72.42
92,92,92,92,Astrochologist,364,8117,0,"pretty much not my fight tho im a ""tether"" face_without_mouth",2009-06-09 22:03:21+00:00,0,0.225,81.17
93,93,93,93,eternalfloette,138,138,0,"""i want to lock him in a meat freezer"" and ""i want to put him in a hot air balloon and cut the tether"" are the two i rlly remember and still quote tbh",2020-09-14 05:05:50+00:00,0,0.25,1.38
94,94,94,94,mmomm4o,76,95,0,that is almost half the capitalization of all the steblecoins and only one tether unbelievable not surprising in principle their stablecoins have been around the longest,2012-01-31 12:00:51+00:00,0,-0.19166666666666665,0.95
95,95,95,95,0xtdog,298,135,0,_io look into evergrande and tether the ‘money' flowing through bitcoin is a shitshow,2021-10-14 04:22:23+00:00,0,0.0,1.35
96,96,96,96,topcryptostats,0,4609,0,tether usdt price $1 00 change in 1h +0 0060211% market cap $83 161 890 187 67 ranking 3,2016-04-30 15:47:58+00:00,0,0.0,46.09
97,97,97,97,willmatheson,2321,629,1,bot test my coinbase wallet ftx wallet binance wallet were hacked and i lost tether and bitcoin to a russian credit card in ukraine that an elon musk nft currency exchange with a tesla mortgage paid off student loans i need help to bet on sports,2009-02-22 03:20:45+00:00,0,0.0,6.29
98,98,98,98,CluelessConman,869,121,0,so close to a pf p4s2 kill we were *one* tether break away from the end it got borked then some people had to go please i just want to say i beat this tier already,2010-06-11 04:21:23+00:00,0,0.0,1.21
99,99,99,99,kcaly82,44,32,13,police deploy tether technology to end chase in arizona,2011-11-30 23:29:40+00:00,0,0.0,0.32
100,100,100,100,ApeDegenCrypt,551,212,53,we need to educate younger generations on stacking and protection of private wealth at we are planning important investments on this matter more details to come in coming weeks,2022-04-21 00:41:38+00:00,1,0.225,2.12
101,101,101,101,SaintifiedMan,237,391,0,ofc but there is those weirdos who go around saying “ur not black ur a tether” loudly_crying_face loudly_crying_face,2020-01-04 19:20:03+00:00,0,0.08333333333333333,3.91
102,102,102,102,TickerTop,49,812,0,1 bitcoin price is $38330 67 ( 0 02% 1h) 2 ethereum price is $2795 34 (0 16% 1h) 3 tether price is $1 00 (0 00% 1h) 4 bnb price is $389 46 ( 0 09% 1h) 5 usd coin price is $1 00 ( 0 00% 1h) 12 dogecoin price is $0 13 ( 0 55% 1h),2018-02-06 13:13:35+00:00,0,0.0,8.12
103,103,103,103,1jaleelhassan,930,8824,0,i been gettin called a tether these last couple days face_with_tears_of_joy face_with_tears_of_joy mfs clowns,2009-11-30 03:35:33+00:00,0,0.0,88.24
104,104,104,104,Jim0T,609,69,0,_woolrich tether that thang,2012-06-15 19:33:16+00:00,0,0.0,0.69
105,105,105,105,KevOnThaBuss,358,440,3,kamala harris is not no sister of mine she was black during election then she pulled the tether pack i'm jamaican/asian american lol,2012-11-22 05:33:48+00:00,0,0.21111111111111114,4.4
106,106,106,106,NOTJohnnyACE562,1004,912,1,oh naw this is nuts ice is a white supremacist terrorist organization and deep into child sex trafficking calling them does what exactly except align yourselves with the white people who built it it is giving tether/brain washed by colonizer mentality big time,2021-03-27 22:22:02+00:00,0,0.05,9.12
107,107,107,107,qusaimohame,429,67,0,_to _io $ hzm the world has gone crazy with all these cryptocurrencies it is true but if you search you are sure to find our hzm coin the first arab currency that changed all of your trading and investing strategies become a member of our hzm family today and you will be special,2017-08-14 17:39:32+00:00,0,0.17142857142857146,0.67
108,108,108,108,CallMeDedex,59,55,0,just print lah and pump hard,2012-08-06 13:51:26+00:00,0,-0.2916666666666667,0.55
109,109,109,109,ahhhhha,91,23,0,just seen a guy selling tether ball poles on the corner,2009-05-10 06:12:52+00:00,0,0.0,0.23
110,110,110,110,mosesjones,456,1402,1,bot test my coinbase wallet ftx wallet binance wallet were hacked and i lost tether and bitcoin to a russian credit card in ukraine that an elon musk nft currency exchange with a tesla mortgage paid off student loans i need help to bet on sports,2008-06-10 08:41:57+00:00,0,0.0,14.02
111,111,111,111,silentpartner80,3916,1063,0,_b nah they do not do intersectionality at the cook out at all gay broccoli cannot touch straight chicken and tether beans can be next to non fba ribs grinning_face_with_sweat rolling_on_the_floor_laughing kitchen_knife skull,2021-03-07 05:06:02+00:00,0,0.00416666666666668,10.63
112,112,112,112,Lightrider,1437,960,1,"""tether is unbacked"" or ""tether is a fraud"" are other phrases that seem to generate replies from randos who say things like ""tether is fully backed"" or ""there is no evidences (sic) for your conapiracy theory """,2008-02-06 16:33:26+00:00,0,-0.125,9.6
113,113,113,113,Lightrider,1437,960,1,i mean we have audio of tether executives admitting to the same bank fraud that fowler just plead guilty to,2008-02-06 16:33:26+00:00,0,-0.2708333333333333,9.6
114,114,114,114,Lightrider,1437,960,1,and you are ok with this i mean what could possibly go wrong if tether collapses,2008-02-06 16:33:26+00:00,0,-0.10416666666666667,9.6
115,115,115,115,fe_uul,137,40,0,_to _io hzm coin camel a real currency with an excellent future smiling_face_with_heart-eyes smiling_face_with_heart-eyes red_heart red_heart red_heart red_heart smiling_face_with_heart-eyes smiling_face_with_heart-eyes camel camel red_heart red_heart red_heart face_blowing_a_kiss,2021-05-19 16:50:36+00:00,0,0.4,0.4
116,116,116,116,fe_uul,137,40,0,_to _io hzm dollar a quantum leap in the world of information and communication technology the upcoming currency projects shock everyone be with hzm to fly and fly with us rocket rocket rocket rocket,2021-05-19 16:50:36+00:00,0,0.8,0.4
117,117,117,117,Lightrider,1437,960,0,tether jihadists,2008-02-06 16:33:26+00:00,0,0.0,9.6
118,118,118,118,Lightrider,1437,960,1,"paolo and stu must be so busy using sockpuppets to reply to every tweet mentioning ""tether fraud"" and ""tether cartel"" that it is slowing the audit down how can they be expected to complete the audit when they are so busy fighting the ""tether truthers""",2008-02-06 16:33:26+00:00,0,0.008888888888888884,9.6
119,119,119,119,sentientcherry,397,937,0,does anyone play tether ball anymore,2019-09-11 19:53:07+00:00,0,0.0,9.37
120,120,120,120,Cryptocentralme,1,9,0,welcoming may and with it the great jump,2021-10-30 18:01:25+00:00,0,0.8,0.09
121,121,121,121,Lightrider,1437,960,1,is a fake multi millionaire and is a fraud,2008-02-06 16:33:26+00:00,0,-0.5,9.6
122,122,122,122,KushCurrency,923,97,0,_labs _to _china everyone might want to talk to west africa about what is being going on,2021-12-20 17:16:07+00:00,0,0.0,0.97
123,123,123,123,Vinny_TheGooch,150,6,0,_ now that is oppo field power just goes to show get good wood on leather and the ball will fly off the tether,2021-10-17 17:46:09+00:00,0,0.75,0.06
124,124,124,124,Lightrider,1437,960,6,episode 70 and discuss the guilty plea of reggie fowler former part owner of the minnesota vikings and principal of crypto capital corp payments processor for bitfinex/tether/quadriga/bitmex/kraken/colombian cartels,2008-02-06 16:33:26+00:00,0,-0.25,9.6
125,125,125,125,cheap_as_infree,1179,183,0,_then_coffee it is relatively cheap for a government to do a few hundred dollars per classroom lots of monitors available from aranet4 to local monkeytronics tether,2014-04-02 19:22:47+00:00,0,0.15000000000000002,1.83
126,126,126,126,IkrouSaid,4999,646,0,payeer | bitcoin tether ethereum litecoin dash ripple bitcoin cash,2017-10-14 18:01:41+00:00,0,0.0,6.46
127,127,127,127,KushCurrency,923,97,1,"_labs _to _china after may day we will make our way through the americas and to china to help free the various groups opressed under the ""one china"" rule and bringing them to a globalized order under indian and muslim rule",2021-12-20 17:16:07+00:00,0,0.2,0.97
128,128,128,128,media_diamante,1287,1780,0,tether (usdt) q1 trading volume plunges to $5 3 trillion in quarterly low,2019-04-02 19:00:44+00:00,0,0.0,17.8
129,129,129,129,UWUbanmech,506,35,460,a fool thinks a longer tether means freedom something quick about the non linear healing process of trauma,2019-03-11 03:24:43+00:00,0,0.3333333333333333,0.35
130,130,130,130,cryptobubbles24,100,62,0,the global market cap today is $1 83t a 1 12% change in the last 24h total trading volume in the last 24h is at $79 5b dominance is at 39 93% and 18 42% 30 04 2022 21 21 09 (utc),2018-05-24 15:09:50+00:00,0,0.0,0.62
131,131,131,131,Economist_101,269,6,0,bitcoin only went up due to endless tether printing/usd counterfeiting it is disgusting how you ignore this,2022-03-27 10:28:47+00:00,1,-0.3125,0.06
132,132,132,132,RvnCommunity,52,125,1,"$1 58bn loss on ""derivatives"" ban stable coins trading on ""raven"" and all derivatives derivatives are designed to destory/leverage the price of the asset without owning it just like ""tether""",2022-02-18 21:17:49+00:00,1,0.0,1.25
133,133,133,133,newsbtc,3140,60158,1,( ) q1 trading volume plunges to quarterly low chart_decreasing dollar_banknote,2013-10-23 02:56:45+00:00,0,0.0,601.58
134,134,134,134,321Traffic,716,245,1,"$1 58bn loss on ""derivatives"" ban stable coins trading on ""raven"" and all derivatives derivatives are designed to destory/leverage the price of the asset without owning it just like ""tether""",2022-03-04 11:15:10+00:00,1,0.0,2.45
135,135,135,135,AOBaumbach,385,76,460,a fool thinks a longer tether means freedom something quick about the non linear healing process of trauma,2009-12-05 19:44:14+00:00,0,0.3333333333333333,0.76
136,136,136,136,hyperflufffreak,63,39,0,now the usdt is in click sell now when i opened my account i told it i want things displayed in £gbp now selling make sure it says usdt/tether and buying £ small fee (i think a percentage i'll work it out and share sometime) swipe to confirm,2022-03-04 10:44:04+00:00,1,0.125,0.39
137,137,137,137,RussWildest,810,2773,460,a fool thinks a longer tether means freedom something quick about the non linear healing process of trauma,2018-05-13 23:27:05+00:00,0,0.3333333333333333,27.73
138,138,138,138,bitchesloveNero,936,409,460,a fool thinks a longer tether means freedom something quick about the non linear healing process of trauma,2012-10-03 22:57:02+00:00,0,0.3333333333333333,4.09
139,139,139,139,Tacticutie,98,539,1,me looking at my tether i shot into the next galaxy instead of the boss,2015-02-10 22:07:29+00:00,0,0.0,5.39
140,140,140,140,yahyaasaaf1,77,50,0,_to _io hzm coin always keep your eyes on it because it will simply amaze everyone,2022-04-13 15:53:49+00:00,1,0.0,0.5
